label	text
SAR	come on , it ' s lovely weather for a sleigh ride together with ewe . 
SAR	 phill hughes    out  we will miss u always respect for u 
NON	for  grand a year we definitely get all of the information we need in this practical class
NON	 nypd       not cute  nypd mutiny  i am sure the citizens feel real safe you showed us who you are .
SAR	the power went out in delano .  blackout  in some parts .   still  happy new year  everyone .  be safe   goodnight 
SAR	 i do not blame you bro , if i was married to  i too would support milan  
SAR	 so true   i have no life   miss him   love him   have a better one   justin   no   justin beiber  by grandtheftautofivetroller 
SAR	no . its actually not friday . today we proudly present  sunday !  so .   go enjoy your sunday  .
SAR	i had the best new years !  spent it with the people i love and i fucking loved it !  such a happy camper right now !    
NON	 does not lucky and fortunate mean the same thing ?
NON	found my motivation .  aka the back of my eye lids , by accident . boy , me and  are some winners .  senioritis is real   losers 
NON	  you do look a die hard fan of his
SAR	hope tulisa does not get a job back on  x factor  next year
SAR	  let us  forget  the  origin  of a  diamond  in  relation  with  human rights   big data 
NON	who told the  hipsters  that was a thing of the clinton years ? do they not carry history books in used bookstores in  brooklyn  ?
SAR	that fits    
NON	 seeing    on saturday  whaddup   legend 
SAR	  phat sexy ass   picnic  picnic porked tiffany
NON	the joy i have for overnight stakeouts
SAR	  teen anal casting   what  what is the creampie crusade ?
NON	yeah this is so cool just fucking woke up
NON	staying  casual   monday   fun day   ootd   fashion   style   all you need is style   todayimwearing  
SAR	but he is a lot of laughs     
NON	secret santa for one of my er .  hotter work colleagues .  
NON	is there a basketball game on today ? i am not really sure .  espn  seems to not be promoting anything about it .
SAR	 i will be a bit sweaty by the time i get to you !
NON	 gifted by the god improved with skills  karmic thought   wise word 
NON	oh look , we are having another storm in sydney . how unusual .
SAR	    watch out for this  hold the line
SAR	oregon marching band playing  music .  awesome   oregon ducks   oregonvs florida state   rose bowl 2015 
SAR	  your views are not right wing or left wing .  just vile .
NON	feeling like crap . and being treated horribly too . it ' s a great day .  i want to go home 
SAR	  not knowing that it was about covering the points has not kept us from winning two weeks and almost winning a 3 rd .
NON	the sooner i find that out , the sooner i can go and have the lovely conversation with hr as i have yet to tell work  looking forward to that 
SAR	i am knitting a scarf . yes . knitting . a scarf . because manual dexterity and i like knitting . problems ?
SAR	so not okay with db ' s racist jokes .
NON	it ' s almost  and  and i are arguing on why the guy is cute or not . really . this is our lives . come on were adults .
NON	the of  american   protesters  calling for an end to  racial profiling  while holding signs referencing  black people   i cant breathe 
SAR	alright you all , back to binge watching legend of korra like a muthafukn gangster .
NON	 how to get unfollowed  post pictures or videos of you smoking . especially blowing smoke at the camera .  so cool   gtfo 
NON	' liberated ' iraq  one of bloodiest years with more than  victims  thank you , western liberators
SAR	 sports   carrick   replaces   fletcher  as  man   united   vice   captain  .  via 
SAR	stl . you will never win again rt  new manager ? new striker ? new transfer committee ? cont 
NON	such quality customer service today by  for the xbox one  this is crap 
NON	  it ' s ok kev , gurney ' s bowling the next over
SAR	 opec   chief   defends   policy  ,  says   group  to  try  to  ride   out   price   fall  .  via 
SAR	 to the same sex .
SAR	being average will only get you average results .
SAR	 dusty as usual   red bucket  
NON	 oh , will keep fingers crossed for you . sometimes the worse they are , quicker they go  handy medical fact 
NON	it ' s snowing in chicago  white christmas 
SAR	can almost smell the turkey  hungry 
NON	 hours of sleep is sufficient to tackle this day .  time zone problems 
SAR	i wanna be at home already
NON	 oh no , i have tipped gamergates hand . now you know our end game !
NON	i always  loved  that my family was the last one to open presents
NON	oh i just love when i wake up with a migraine   need meds 
NON	i love it when adults act like children .  eye roll 
SAR	 a kiss on the cheek next time is enough 
NON	hashtags are great idk why everyone stopped using them  jk   bye 
NON	 pick it up one more time for the homie in the back that ' s stickin right with us thanks for answering my dm  real mvp 
SAR	  contrary to this .  i am wide awake caffeine injected consciousness 
NON	 i see your response time on your dm ' s is as good as your phone lines .  just no hold music . legendary service guys .
SAR	 if aguero is out for a long time , city could buy bony in january !
SAR	and i used to hate coming to uni to do work lol
NON	oh the a gas hauling semi with  flammable  signs all over it and the driver is smoking .  true story   i 10   texas 2015 
SAR	 what ' s the law for parking on a residential street , on the opposite side of the road facing the wrong direction ?  curiosity 
NON	 why would you do this .    superman   child again  
SAR	hafeez ' s slider is  too  much of a mess . bowling it from ' back of the palm ' and that too at 9 0 kph require  extension  
NON	waking up with your cat attacking your hand is always delightful . 
SAR	 can u help ? more conservatives needed on  tsu  get paid  posting stuff like this !  you  can go to 
SAR	this is what we called  otak letak kat lutut  .  melayu  
NON	galliani already jumping into the changing room , likely discovered what seedorf told him all along .  same thing pippo is saying now
SAR	 happy birthday skip ! we will always love you !  phillies   legend 
NON	 if it ' s a blue ribbon panel , then it will be all good .
SAR	   remember when pres . spoke of how great america is and how strong we the people are if we work together ?
SAR	 it ' s a
SAR	how do i make more money now in my business ? loral langemeire ' s best seller the millionaire maker . get your copy 
SAR	looking for  practitioners .  anyone out there , or recommendations ?
SAR	  definitely the latter o
NON	 voice mails at work is always lovely
NON	wearing my  rangers shirt , flipping off a crowd in his hometown of boston . so much 
NON	i love getting up at   so i can wait on other ppl !
SAR	 dollar  obx   dollar gboro gone  lock it in   lot to club   bank open   do u ment ur deposit  criminal 
NON	, on the same day , the 5 0 th anniversary of the  free speech movement  , a brave critic , was abandoned by our conformist  press  .
SAR	my favorite color is every color .
SAR	 foreplay  ,  cuddling   a  jedi   craves  these  things   yoda   quotes  
NON	  we must be tolerant and embrace the peaceful islamic faith , muslims are our peaceful brothers
SAR	dark grass does rustle . w  . monstermmorpg . com  bra kiest  by  monster mmorpg   mt121  
NON	we will that was a great way to start off my morning 
NON	  they r no less than the  bcci  and arnab keeps bashing them on the news hour
NON	i will watch  take me out  like the rest of the country .  hope there ' s an adorable girl who is ditsy hahahaha  z  
SAR	 eu   europ  conselho europeu   dezembro  click here for more up to date information on the euro .  
NON	a romantic candlelit dinner for two would cost less if you switched the lights on  eskom  pic from the  ' s 
SAR	   bf4 sp is shit , while the mp was broken for  months so . 
NON	quel domage rt  no canada bills in to series , which was a colossal flop , has been cancelled   cfl   nfl 
SAR	it ' s freezing out there and very hazy .  just want to go home .
NON	  so glad i bought a diesel car  years ago
SAR	sometimes it ' s about being  cocky  .    it ' s abt knowing what ur  capable  of and  doing  it .  
SAR	my dad would have a shotgun ready my dad would offer him a beer my dad would ask him to join his clan   
SAR	 congratulations  to the  hashemite   kingdom  of  jordan  under the wise leadership of  his   majesty   king   abdullah  ii on the  new   year   !
SAR	they dip , we drip  fat   sumo   hippo es   happy   like   so   turtle   google map ci bae   love   bij  .  
SAR	  its  bcoz he is so  nasty  and loves his .   go supersonic quikr 
SAR	casper the friendly ghost on  levels !  things michelle obama thinks are racist 
SAR	can i just own an isle far away from here where my house is stunningly beautiful with only some closed ppl who appreciates me as a human
SAR	 not passing judgment . been in many binds before and actually love the creativity . vodka is a versatile liquor .
SAR	 duly noted p p p
NON	where ' s the good governance that we are ordered to celebrate on  ?   good governance day   christmas 
SAR	my professors moustache is so uneven , mohstash would be ashamed right now
SAR	getting some night heli shots of  for     nh   skiing  .  
SAR	i am pretty sure i have a snowman problem .
NON	someone stop obama !  usa  only should have relations with human rights loving nations like saudi arabia . not terrorist cuba !  cuba 
SAR	i wish it was january already .  not because of school but because i am having major withdrawals  arrow  fair wtfwasthat
NON	went neck deep in a swamp today so that was fun  chilly 
NON	platoon strategy ain ' t so bad . i mean we are a  line army .  mets 
SAR	   problem solved no more reading out at  fmq  what someone at wm wrote
NON	hello indoor lung nice to see have to you back .  
SAR	 you  blame him for everything else       
SAR	   maybe they are going to jump in and land on something that is technically not the ground . 
NON	google scholarship application kept crashing in chrome . opened it in ie , finished application without incident .
NON	 s are just so lovely .
SAR	i am heading off , but need to say this ! just because i am concerned for my country , and it ' s people does make me a racist !  terrorists 
SAR	your jedi mind tricks do not work on me service guy . glad i dropped the car off for the oil change instead of av .
NON	it will be impossible for me to be late if i start to dress up right now .  studing   university   lazy 
SAR	 well since he ' s basically an employee of the oil and gas sector , it would make sense that he operates this way .
SAR	the thought of work tonight really kills that friday feeling .
NON	we cram  minutes before an exam and get a tag of qualified person .
NON	i have definitely caught my sisters flu . feeling a chesty cough brewing and it ' s the best start to the week .  tgim 
SAR	  wow   craz ykids   can fix this .  outof control kids   dr phi  .  
SAR	 nah dude my buddy puked all over steak and shake
NON	double dance with the boys is what makes a monday worthwhile
NON	reunited with my pump this morning .  yay  
NON	my dove wrapper told me to be mischievous , so if anything happens , that ' s my extenuating , external attribution to blame  psych 
SAR	 new job  urgent  contract  assurance manager private banking , singapore not specified , singapore specifie .  
SAR	 is it squirt or squat ?
NON	two hour drive this morning with the instructor . oh yes .   scared shitless   yikes 
NON	 if you re a chelsea fan . its natural to be sentimental .  if you re an arsenal fan .  its natural to be stupid spelling ?
SAR	       fuck it mite just warch eastenders
NON	cooper ' s been busy today 
SAR	 add some your baby can read dvds .  ya know .  just in case lol 
NON	 is so funny rn 
NON	 yeh but its still unclear you know .
SAR	stop trying to make me post my location , twitter . i do not want to post my location . stop .
SAR	   was  stunning  today , wasn ' t it ?
SAR	 orion launch  go , no go , go , no go . i am getting dizzy .  imagine if there was a crew in there how stressful would this be ? ! 
SAR	why does mostella get as much or more playing time as hubbs .  idk might be wrong but i do not understand that
NON	it ' s too bad all this is happening to  the interview  , it looks like a really good movie .
NON	historians collecting correct facts about wrong abuse .  correct   wrong   fact about abuse 
SAR	prunes toffee and effervescent goodness .  drinking a delirium nocturnum memphis ' pint and dram   photo 
NON	absolutely appalling service once again from  can not wait for the rise in fares next month  excuses   joke 
SAR	  good morning  !    
NON	few things are more amazingly wonderful than getting up early on a monday morning to start the work week !   need more sleep    
SAR	 thanks for the update spot . i am good w / that . if you can post some stuff on this on my blog 
SAR	 hahahaha love it mate . have a good 1 xx
NON	most useful algorithm i have learned in class so far is finding a substring by using the fast fourier transform
NON	 units next semester plus work yes so excited for that ! 
NON	but not a grocery store or pharmacy . sensible .  offices or apartments ? owners of monroe avenue factory ponder options
NON	 todd is love , todd is life
SAR	i am not going to survive today w / o breaking down in tears at least twice and possibly passing out . all nighter  library was a bad idea .
SAR	  anal screen   exotic  exotic brunette gets her little tight butt nailed right on the office desk
SAR	 after  , why did  nato  need to expand ?
SAR	 oil   plunges    percent  to  new   five   year   lows   after   bearish   iea   outlook  .  via 
SAR	 just trying to confuse you all 
SAR	 it ' s no fair that u get to have a lie on and i am up early for college and it ' s bloody freezing      fair   lucky   duck 
NON	just woken up after  hour night shift to no gas . looks like microwave meal and cold shower for me today . woo !  fml 
SAR	i can not remember the last time i saw  bit integer in mainstream media !  software   gangnam style   geek   
SAR	a  sagittarius  will always chase what they want until they get it .   keep going  
SAR	 frisky at  ? that ' s nothing new .
NON	dad and step mom bitching at each other , now it ' s christmas     ugh 
SAR	walking down the mall in front of a group of guys and hear even the momma got it jesus lol everyone loves polly
SAR	i know that what i see is what you see what it is that i know feel and see is that the  time  .  
SAR	  anal queen alysa   four  four girls , a lot of drinks and a few strap on and  that and  s and 
NON	 there ' s so much less controversy now that the  bcs  has been replaced .
SAR	 lol i hope that ' s a good kinda crazy
NON	i did not realize boston coach also operated in chicago  brands 
SAR	 false  , slavery was based on economics ,      
SAR	i guess my cat also lost  pounds when she went to the vet after i have been feeding her a few times a day .  eating   food   working out 
SAR	 georgia ' s nativity play in the morning too . 
NON	i used to joke around about my cats being able to open my doors , never expected it happen .
SAR	faux leather size zipper sleeveless scoop back midi dress size  , m , l price  leave email for .  
NON	what a pleasant way for minneapolis ' most prestigious publication to describe its female audience . 
NON	 torture report  trending i wasn ' t aware j . k . rowling released her new book .
SAR	a decent christmas party for a change , and an added bonus of not missing the last train for a change !
SAR	 , former chairwoman , us commission on civil rights
NON	  i will let  know i am sure he is shaking / quaking in his boots .
SAR	 was just about to say that 
SAR	if you have got the world on a string , you should give me some of that string , think of all the cool applications .  what am i doing 
SAR	 true sissy well said .  fit to live as a man . 
NON	  whilst  s labour   blair mc dougal   deputy dug  recon its in  melt down  safe in  better together  of course . 
NON	when you have challah french toast on christmas
NON	now that i can seem to afford good things , material things in life .  its the simple things that i need and really want .  of my life
SAR	sessions !   why   scary   canary   sydney   australia  by lavin 56  
NON	this is a great time for me not to be feeling well .  
SAR	not that it matters , a message board thread is not an authoritative source  
SAR	 u might b d bigest fan of srk but i find u better actor than him sayng it just fr sayng but realy mean it  expression  king
NON	everyones full of ruddy xmas cheer here
SAR	 more proof you will never lose betting the under on the intelligence of the electorate . how can anyone believe a word she says ?
NON	 very clever jack ! changed the word big to no , go to bed feeling like you have made a difference to society  you are a genius 
NON	 wants me to get hit by a bus so she can get a   best roomie award 
SAR	it was so incredible to hear justice ginsburg speak today . she truly is an inspiration .
NON	just a hunch here , but i think steven gerrard is leaving , possibly going to the  mls   he s no deed 
NON	taking a hour to shit is always a good thing .
SAR	  are not most legislators ' list of legislative accomplisments the past  years short ?
NON	 reverend tells kids that santa is not real why declaring a sky fairy is because a book says so .  lol 
NON	best christmas eve news i have a half sister .    thanks dad 
SAR	 no im not mate , yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok
SAR	 merry christmas  to each and every one of you lovely lot !  peace on earth  x
NON	 it could have happened to anyone . your time will come , critics . oops , apologies . a typical loving  brit  .
SAR	i liked a  video from    wwe  2 k15 ps4 my career mode ep   triple threat   wwe  2 k15
NON	  i love button pushers !
SAR	the feeling you get , when you just wanna flip the table and screw the finals .
SAR	long to wait till released co2 turns up temperature  
NON	 steve , steve , steve . that ' s data . you will never win any hearts and minds if you do not appeal for the poor polar bears
SAR	it ' s br  kinda feel and who would go to the kitchen to make coffee . 
SAR	 what   matters   to   me   is   gym   holidays   work   the   hell   out  
NON	those bad anonymous and occupy people did it all because they support white supremacy
NON	is not this blaming the victim ? rt  every year , 6 0 0 k college students are injured while drunk . 
SAR	i will not be surprised if shelling across pak border intensifies during delhi elections to change issues of election ' s . 
NON	there is nothing i love more than listening to the black eyed peas on the way home from a saturday night loss in petrolia  killer band 
NON	funny your the broken one now im the only one who needed saving .
NON	that one time i did not feel in over my head .
SAR	 and   as   but   cake   like   m ms   made   make   food  please rt  
SAR	check out some things i have been really loving recently during the holiday season ! 
SAR	 eu  keeping deficits down how successful is the eus budget surveillance mechanism ? 
NON	  i encourage you .  to educated yourself
NON	up all night took  hour nap i am ready for work
SAR	 saturday at  ? damn .  there goes my secret news paraphernalia .  telling
NON	the grinch stole my sanity  via   lol   fun   funny  
NON	 uk pm  making sure child abusers are brought to justice . i can assume people will be brought to justice  lies  
NON	stuck in the traffic at  . yuppy .  happy tuesday 
SAR	i will go to hawaii ! bye bye my friends ! i will be back    hawaii   trip   with   my famiry   because   girlfriend  
NON	i am so ready for monday . 
SAR	i guess we are getting timed on who we can spend time with .
NON	me my stomach is upset . my stomach  i am more than upset  !
NON	so lakeside was like 7 million scavengers all in 1 place  had fun   never boxing day shopping again 
NON	smh . yesterday i was losing my voice . today woke up with a mean ass cough and a headache  christmas could be any better
SAR	casual meal with a mate , did not turn out as expected !  disappointed  !
NON	 fut 14 ofc , the corners   they where fantastic 
SAR	togepi do shed their w  . monstermmorpg . com  she ll  . fally by  monster mmorpg   bag on 
SAR	i have honestly never even watched a christmas story . i have only seen random parts .
NON	love the trust i get from people 
NON	the interview has been cancelled , not because of north korea but because the immense comedy would blow our mortal minds
NON	   what   for an app ,  outragious  
NON	 consensus  of absolute hilarious   michael mann  to lecture on  professional   ethics  for  climate   scientists  ? 
NON	aw i love it when my boss schedules me to work the day that a storm comes to the bay area !  
SAR	i am not really sure how i am still alive and writing this paper right . napping instead of sleeping on the weekends is not cutting it  finals 
SAR	i like how people freak out when they hear i am still getting paid while i am off for over  weeks . join the military , duh .
SAR	a colleague just told me that her uncle was duped in acid by saddam hussein ' s thugs . your usual office banter
NON	thank you , strange vet husband at the bar , for reminding me that i will be in debt until i die .  student loans 
SAR	photo 3 pc lace corset size small 2 xl price  leave size and email for invoice 
SAR	equal justice for all .  unless you are black during the obama administration .  via 
NON	love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers .  
NON	 sig ni fi cant witter
SAR	angry face  leo   kids   fun   face   angry  
NON	this is the weather i just love walking to work in  worst   weather bomb 
SAR	long gold layered pipe necklace set  leave email for invoice 
SAR	 take   a   deep   breath   it  ' s  just   a   bad   day   a   bad   life  
SAR	i think  stars  are just the most gorgeous things in this world 
SAR	oh yeah , that was funny as hell too ,       
SAR	 if i can make it out there , i ' d love to have a beer or ten and talk baseball . you are a good dude .
NON	 happy new year to you too !  thanks for the reply
NON	hahahaha .  ' best asian style ' went to the group of pretty boys  all  wearing blacks suits with a tie / bow .  how stylish  .  2014 mama 
SAR	 israel   freezes   funds  to  palestinians   over   icc   approach  .  via 
NON	half the world is starving , the other half is struggling to lose weight !  sick world 
SAR	 > matters we may exert or influence a change . but friendships are not progressed this way . some natural affinity is needed .
NON	 i know . 
NON	  so is he banded from wearing the clothes ?  karma 
NON	mondays are fine . it ' s your life that sucks . it ' s the first day of class and you see that .  ugh ? face ?  ursula on a monday   wow 
SAR	or have you redefined network to mean a lone moron talking to himself on youtube    
SAR	 loughton .  and some in basildon what about u ?
NON	i just love  question tests in the morning .
NON	students too busy protesting a grand jury decision to study deserve to fail . actions have consequences .
NON	what a great way to start the day !  
SAR	lord have mercy on us . the world ' s most powerful nation is ruled by two families .  bush   clinton   wasps   elxn 2016  
NON	 maybe you should grind the gym man  calling   you   fat 
SAR	 me and you are the only ones that love it    
SAR	the last twolves game i was jacked for was right after the lockout in  vs .  okc  rubio ' s 1 st game .  i wonder if i when i will again ?
NON	 jackie just had the best joke i have heard in awhile     
SAR	who accepts this challenge ? who ' s next ? ends soon . be a ten executive and founding member . 
NON	 skiing in regents park much
SAR	fear and loathing in las ukras   politics   russia   ukraine 
NON	rt  should be great watching miami try to block sweat and featherstone off the edge next two years . real fun stuff
SAR	i am okay with snow , but sleet  how about no  
SAR	the pure  reality  of . 
NON	anw as long as there ' s nothing going on with the both of u rn , i can still forgive u but i cant promise to forget
SAR	when all else fails .    relationships   needs  via 
SAR	 qz 8501  asks permission to  take off   tower control  of  surubaya  yeah .  y can go .  away .
NON	currently writing about how i plan to stop procrastinating after leaving the paper untouched all day
SAR	what the hell has happened to shahid afridi in last couple of days ? left alone more bouncers than played , got a review right .  pak v nz 
NON	i just love  arguing with the insurance company .
NON	last day in naples with my emma girl !    so easy to take a pic with a toddler   1 9 wks and counting  .  
SAR	i have to say that misty with johnny mathis is one of my favourites 
NON	nothing like the 2 4 hr swing back to being a day walker to make you feel like a million bucks .   shift worker life 
NON	going to sleep a solid  minutes earlier than last night !   success   just what i wanted 
SAR	second major nosebleed of the day has halted my training efforts . nares , this means war .
SAR	 u do really need to get a wee bit more lol
SAR	 its a week joke i have with jessica and my niece 
SAR	 you can have  results  or excuses  not both  .
NON	it ' s international human rights day
SAR	pretty flipping cold outside there today i tell ya what
NON	women getting hit on by married managers at  cracks me up  hypocrites   practice what you preach 
NON	another day in paradise haha
NON	just received an email that i am the heir to the nigerian petroleum corporation . i should immediately send them all my bank info .
SAR	 is it snowing in canada ? just on the hills here at the minute but hoping for a white christmas
SAR	i will grin or ill grin . there ' s two ways to read my name .
NON	wow i love how frizzy my hair gets
NON	love that my buses are every half an hour   
SAR	 apricots pears and boozy belgian goodness . a winter warmer .
SAR	i love putting up the christmas tree with the fam     christmas tree 
SAR	i may have played a part , but i wont take sole credit   
NON	 yeah .  me too !  !  x
NON	making the most out of my last vacation day .  tv and sleep 
NON	i feel the most comforted when the misinformed are the most vocal .  please don t speak 
NON	lol . imagine being gay and working in a fudge packing factory .
NON	love games during the week because i do not get to go to sleep until like  !
NON	 nah , it ' s better we all act like the north korean govt and police people ' s private thoughts .
NON	 finally taken  to the gir love  heartbroken    
NON	 for shame  .   third time  .  pregnant duchess wears designer dress for the  third  time in new york  via 
NON	remember black friday was a bust . 
SAR	i am in the back chilling for now on , if i do not keep it contact with you or hit you up do not get mad i am just on some other shit 
SAR	only a true nightshift person would understand this  night shift   hardcore   teamwork   always  .  
SAR	besides some overpriced holiday candles , i have not seen one  cyber monday  deal worthwhile today . brutal .
SAR	 lids sucks officially ! will not use again good
SAR	free pets and animals books  freebie book download    pets 
SAR	feeling artsy tonight .  artsy   home alone   vienna   student life  b and e ' s apartment 
NON	nothing beats a surprise tetanus shot at the doctor ' s office .  blessed 
SAR	name an  excuse  that people use to  workout  .  
SAR	  this sounds high , but is safe for short term use . it dramatically increases antimicrobial peptides in the blood .
SAR	that is the face of a tired man hahahahah
SAR	who ' s eating everything on the table for noche buena ?                      
NON	breaking news ! rt  mario balotelli is not a team player , according to adel taarabt 
SAR	the  only  time a crime becomes a federal crime      
SAR	can we trade mccain ? biden helps republicans more than mccain . in any other time , mccain would be a democrat . 
SAR	 my mom told me not to do it , but i am fine
SAR	 sagittarius  know what they want , if they can have it , and they always keep on thinking bigger .
SAR	it was a great  night !   
NON	so far today  ruined mug , i have cried twice , i have gotten  things on my to do list done and i am  furious .  good start to the day 
NON	i just want to thank e l e n a t on tumblr for spoiling me  bofa  . .  honestly ? fuck you !  martin freeman 
SAR	i think about disney world just about every day .  miss it   my happy place 
NON	nothing says welcome to home better than this .  we missed you too  
SAR	  do you ever wonder  is some shit you would think of  
SAR	some new vinyl on the turntable tonight . here ' s to you joe .   joe strummer   sandinista  
SAR	one of many reasons i dislike  alabama  fans .  auburn   roll tide   my ass   jake ll mitchell  
SAR	well today can go fuck itself .
NON	pre work shenanigans lmbo alissamarieb  lets work   fun times   she seriously rocks  
NON	  real tough to whoop dungeys ass
NON	so there used to be a crossfit place here .   pizza wins  
SAR	no pai  n no gai  n !  fit   fitness   gym   no   give   up    
SAR	 succes   it   is   about   what   we   see   if   we  just  keep   hope   and   never   give   up   success   is  .  
NON	today i will lecture on  crm  investments and shareholder value .  so excited .   i am sleepy 
SAR	 do not say anything .  just retweet it    
SAR	  isis  flag above merry christmas is just to much  black humor  and .  prayers to hostages ! 
NON	left my lunch at home . swansea canteen outdoing themselves with this generous and well priced portion of food 
NON	i love being wide awake at   insomnia   no sleep december 
NON	my bed time stories are awesome  they ll give you nightmares   oh well   you asked for it 
NON	yay for getting pink eye again !  why me 
NON	the people supporting police violence seem to be the same assholes that scream about government over reach .  cognitive dissonance 
NON	ready to conquer the day    leave me alone mom   my 2 fave     bah humbug  
SAR	5 0 km into the  rapha   festive 500  and we stop off for a coffee  .  toes are coming back to life 
NON	a tiring selfiee !  but yet looks  freshh   aftr long work !  i love unii 
NON	gareth ' s polar opposite is a chicken loving vegetarian    bones  
SAR	 ac unity  is on sale !  it ' s now  on steam ! go buy it it ' s an amazing game v  steam sale   steam winter sale 
NON	at last i can quit work and enjoy life lol 
NON	the ever so caring  gets to see the siege ending first . great journalism .
NON	 get ready for another one on saturday
NON	good luck today dj durkin . it is  not  great to be a florida gator .  fuck uf 
SAR	 im done with finals thursday that would be nice lol you leave friday at what time ?  
NON	wheres the rodgers in brigade
NON	can not wait to see all the ig pics of people bragging about what they got  no one gives a fuck 
SAR	 russia   says   new   u  . s .  sanctions   may   hamper   dialogue  on  iran  , syria .  via 
SAR	 a smile  is a smile is a smile is a smile is a  smile is a million people staring at your pissed pants manic laughter  smile
NON	christmas shopping on 2 hrs sleep is going to be fun ! 
SAR	 wow    are you mad babe  
NON	   indiawith pakistan  but it can never be other way round
SAR	i guess i am dreaming . how else am i able to visit this site . guess they will not let a prisoner have a phone right ?
SAR	 eu  eu backs  top early career researchers with  million 
SAR	 scream this message we want the security footage !   antonio martin   ferguson   end racism   social justice   black lives matter 
NON	the good thing about college is that you are not asked to do evens or odds or even the back page of your worksheet .
NON	 why ? university always helping
SAR	 ucan  make money   tweeting  this info w / new app   
SAR	vacations .  re imagined .  re engineered .  re born  .  coming soon . signup to gain access to our beta . 
SAR	 you are not allowed to open that until christmas day !
SAR	 it ' s no longer political .  is setting the stage for all out race war . that is his only way he can succeed .
NON	what a great start to my morning  smh 
SAR	i will keep this smile on my face to get myself through this bullcrap , instead of breaking down like usual .
SAR	 when are you buggering off out of the country
SAR	  hates his anti american / anti constitution policies and actions . fixed it for you .
SAR	my beautiful belles  3 daughters   lucky   me   have fun  wicklow  
SAR	new england  over new york jets pittsburgh  over kansas city carolina  over cleveland .
NON	our physics exam was quite fun .   prelim 
NON	 ,  , wait .  your followup to ferguson / stereotyping talk is audio about a kid who wants to do hood rat stuff ?
NON	like u go to williamsville east ur parents hand u money but ur so much better than everyone else hahaha
NON	it is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores .
SAR	stay tuned for drunk videos of my mom
SAR	you ' d hope that a film like that would lose relevance after a couple decades , but nope .
SAR	all i wanted was to see you
NON	 omg yes  .   finals on a friday are my favorite  .    
NON	lawyer on train to other lawyer talking about ceiling ad who would even read that ? no one ' s going to notice that thing . 
NON	happy 2 nd anniversary to me in  sgv  . happy ot here in client . woohoo . i love  my job . super . more years to go ! 
NON	 i do not recall dalai lama talking about busty girls and celebs but apart from that . 
NON	you really know how to treat a girl
NON	i like to think of myself as a broken down justin bieber my philosophy professor , everyone .
SAR	schools in india praying for  peshawar attack  victims  pray for pakistan  .  
SAR	bet that was  limbs  in the sunderland end
SAR	so glad i am off work tonite 
NON	  sp news   y xe  i hope you were not driving when you took that picture .
NON	 we are rumored to have talked to erv ' s agent .  and the angels asked about ed escobar .  that ' s hardly nothing 
SAR	so  was on the pull on our spin today interested  oops  
SAR	my mom is the most annoying person i know . i know you are gonna read this since you creep my account , s / o to my mom  idc   i still love you 
NON	final labs coursework submitted !  now to treat myself by catching up with the whole semester ' s lectures  winning 
SAR	watching sanjay ,  .  getting the start vs . butler and liking what i see !  minny 
SAR	dear next person that seeks to educate me on anything  please  be very educated themselves , which means knowing multiple points of view http . 
SAR	  here we are all alone you and me , privacy and we can do anything your fantasy  get me to evc 
NON	the chicago firehouse restaurant caught fire this morning . 
NON	 here ' s a list . lots of great choices to help  coyotes  win a cup next year . 
NON	patrick kielty hosting radio  ' s comedy awards . 
SAR	smartphone  app pays  you ! see   verizon   folloback   tcot  go   
SAR	     yes , you are but it also shows your ignorance , and hate .
NON	people who lie to me really help with my trust issues  twitter eant about life 
SAR	i did not know it ' s your territory i really . .   what are you doin  no . . please do not shoot at me i . .
SAR	they seemed to have found an alternative use for the bible  hotel   new years   religious  
NON	thanks  , for nothing . all my family were flying with you from kl to attend my wedding .  everyone can fly   adelaide route cancelled 
NON	 a woman that puts a man in irons supports the irons ! 
NON	successful morning doing my essay .   christmas shopping 
SAR	  even better let us see if wadi camacho man ' s up and fights 
SAR	 i am relaxed , and waiting for the facts to come out . but i have listened to blaine hammer on players for doing similar before .
SAR	 yup .  few weeks in nz mucking about then some time in fiji dodging sharks .
SAR	 oh haha no they ain ' t   you ain ' t even seen em
SAR	take me to church .  , .
SAR	i need my own pillow to fall asleep mymalsh
SAR	  so ugly christmas sweater hunter  '  s run santa  '  s sleigh over the rooftops  
NON	 too bad  cnn  can not conceive their own story .  truth   news  ?  hypocrite   expose   fake   exposed 2014   boycott   sponsors 
NON	did you know ios  features custom keyboards ? 
SAR	 it ' s ok .  thanks for telling me . passed the idea on to a sydney friend 
SAR	can you not understand that not  everything  is about the president ?    
NON	i love waking up out of a dead sleep to two firetrucks blaring past my window   
NON	about to fuck up this media exam  actually i hope so 
SAR	i work in front of laptop for  hours a day and suffer terrible dry eye .  bloodshot   eye rony 
SAR	 one old fart to another are you ever too tired to get up and go to bed ?  all the time 
SAR	something to remember as i head to  tonight .  good boy  
SAR	 johnny   football   time   is   a   fun  time  any   more  the cleveland browns went into sunday ' s game against the .  
NON	so nice to have a final before the sun is even up 
SAR	   did not you know that they removed the m16a3 because it was overpowered ? 
NON	is it ironic for a  song to come on my  ipod  after a  song ? !   selena gomez   justin beiber 
