label	text
SAR	what a day that will be when our jesus we shall see ! come quickly lord jesus !  gods prayer room 
SAR	had to dig up this beauty for the big game tomorrow night
SAR	have not seen  in  days .  does anyone else find this super odd ?
NON	hey , if you stay really quiet and listen very , very closely , you can hear the beautiful sound of you shutting the fuck up .
NON	waking up for class everyday is like going to the doctors . nobody really wants to go or be there at all . except for the people getting paid !
SAR	my cousin is  years old n he doesnt speak norwegian that well so he mixes norwegian n french n its impossible to understand but so cute
SAR	john legend and chrissy teigen 
SAR	happy birthday my beautiful bb ! i love you foreva i hope you have an amazing day and i will see you tonight    
SAR	here ' s how you get the perfect katniss braid  hunger games 
SAR	just gotta release this frustration
SAR	luke and jess having sex bed breaks luke and jess stop for a moment and then keep going i love them lmao 
SAR	what the fuck i hate this class dude
NON	it ' s really awesome to be stuck in rain in a cab after an early morn appt and your subway stops
NON	my adrenaline is going wild and i have no appetite  great night 
SAR	share your love of the game with the family . introducing the premier league kids website
SAR	  back in college i worked as a summer custodian . once had to clean a fridge left  full  and unplugged all summer .
SAR	  of hillary supporters must be  computer illiterate cause u see no replies  her tweets or positive comments anywhere
NON	rt if ur cooler than me . that would make me hotter than u
SAR	ha . i can not wait to drop out of this god forsaken school . i have been on the shit end of so many unjust situations at  nic  .
SAR	 i fucking love nas . take it in blood is my favorite hip hop track hands down , but .  nas is a disappointment , bro . 
NON	wow this is the perfect time for the fire alarm to go off again .
SAR	whenever my brother hears the rabbit bit in my house he starts yelling at me seriously   again u unloyal 
SAR	the weekend is so close ! now i can enjoy them ! not working on weekends ! love it ! 
SAR	 haha and  i know me too  ? ! 
SAR	 thank you so so much for posting the warning i would have just kept reading and been really , really devastated and triggered
SAR	i dont get mad at unnecessary shit i get mad at facts and the truth
NON	i literally cannot deal with this weather .
NON	no , you can not wait to completely miss the point and remain ignorant of history .
SAR	shout out to my favorite homies
SAR	 i have just ordered more though as my hair is naturally so thick ! haha although i am not sure the braid could get any bigger 
SAR	 i got you you can even ride the bus if you want .  we all take lovely naps !
NON	if you figured it all out today , what would be the point of tomorrow ?  enjoy  the process of being a work in progress .
SAR	when i wake up i need a solid half hour of laying in bed before i actually get up
SAR	i t ' s crazy how few people use facebook , people used to have hundreds say happy birthday to them now i usually just see  at the most . 
NON	 wow  this day has been pure . shoutout to everyone who has been super rude today !    love you all !    
SAR	this group message had me rolling since i woke up this morning 
NON	meet our fucking lovely first lady !  so proud 
SAR	yo gurl needs to learn how to french braid so i can french braid my hair for work
NON	star student award goes to me
NON	lol this is the first day i have had homework all year really
SAR	had a math quiz of the third day of school .   sick  probably failed .
NON	u deserve a nice boy who texts u back and buys u tacos and does not kiss other girls behind ur back and who makes u laugh and thinks ur funny
SAR	reverse mentoring in teaching and learning with digital media
NON	home sweet home  lol 
SAR	i miss my long hair more than anything  
NON	bitch reply back  now      desperate tweet much  ? lmfao
SAR	moviedate on a thursday with the bae .  mockingjay part 2   late dinner 
NON	  fish .   eight .   triangle . rt if you get it !
NON	they say we learn from our mistakes . that ' s why i am making as many as possible , i will soon be a genius !
SAR	 haha tomorrow might be another story but she ' s never been a fan of anything cold so i am not shocked .
NON	rt when people pronounce sarcasm as scarcasm and pretend to be sarcastic .  me in the head you leave a scar on humanity 
SAR	choleigh entertaining a room full of children in wolverhampton this morning ! great work choleigh !
SAR	day  of  no shave november  . enjoying the  ymc aofthe rockies  . a great start to family time for thanksgiving break .
NON	you wish your were the topic . 
NON	computers were build in state labs with tax money , nothing to do with capitalism , more like socialism
SAR	i am glad everyone is  so happy  during this holiday season .
NON	i am hoping he drops that shit before the end of the year because rp2 will not get dropped till next year
SAR	 comey should just drop his pants and bend over because he is mocking the  fbi  into a laughing stock
SAR	  just watched the faculty again such an awesome movie man ! just had the urge to say that . need to watch cooties still
SAR	nothing feels quite as good as waking up  minutes before your first class when you have a  minute drive as well .  staying alive 
SAR	ahh what a great start to a day . 
SAR	do you ever get so bad and shitty you forget to shower for a whole week haha yeah same
NON	free samples should not be limited to ice cream stores . how can i be sure this fifth of vodka is worth the  dollars without a quick chug ?
SAR	physics question that shocked everyone  a teacher  has apologised after giving his  year old students a rathe
NON	rt when you think ur selfie is fire but you get  likes in  hours
SAR	and thanks , for presenting me the award and for being awesome .  now , please tell me .   what on earth happened to glenn  ?
SAR	happy  b day to my sister bestfriend ilysm , hope you enjoy your gift and day
SAR	here representing  rural arts  practitioners in  wny  ! work on and shout out to  rural aw 
SAR	 i dont promise what the stars nor am painted in fishmonger clouds i do not have the heart , but if your love lasts , , , , , , .
NON	so  , im stuck babysitting while my parents go see banda roja
SAR	hate to face the camera when  sick   down wit all kinds of viral flu   drained n tired having medicines   helpless   
SAR	  but there was no problem when the same election system that voted in our first blk president twice
NON	nah i want her to represent me when i inevitably get caught up with the law
NON	yeah this whole not sleeping thing is a blast
SAR	look at my baby ' s smile  cute   nina dobrev 
NON	you know when you blank me it makes me feel fucking awesome ?  douche 
NON	rt few days ago in a shopping mall a kid called me uncle  >  i feel you girls
SAR	i just love not hanging out with my boyfriend .
SAR	 happy birthday to my bestfriend  love you to the moon and back i hope your day is amazing  see you later pumpkin
NON	when the group chat was lit af last night , but you go to bed at 
SAR	i am hungry ! is it lunch time yet ?
NON	i dont wanna go to college i wanna go to concerts
SAR	bravo is literally playing with fire
SAR	 oh yea cuz last time we had this weather there was an earthquake
NON	rt relatives what are you going to do with your life ? me you know socrates was killed coz he asked too many questions .
NON	 nobody can work every day and streaming is working so , take a day off .
NON	ugly people exist to make pretty people stand out and that ' s my contribution to society so .  you are welcome .
SAR	so today i got my first tattoo . and i am very happy with it . and i also got tragus pierced today .  rebel 
SAR	 what nerve donald trump has calling pennsylvania cheaters ! i would not vote for him once never mind five times ! is he paying for votes ?
NON	i wish we were cheering tomorrow but i can not wait to sit and watch our boys make history .
NON	i could be locked in a room with no tv , phone , or internet access and i ' d probably still not do my homework .
SAR	i need to finish my chem homework
SAR	ice skating was really fun with him last night    
SAR	so excited for  to perform tonight !  swag overload  .   bieberon am as   am as 
SAR	i hope it is . smh i hate english . we already speak it . and i am damn sure no one in here wants to be an author so what ' s the point
SAR	 you know i am not gonna flat out tell you and just say say you need to watch the next episode lol
NON	so far my  dui  has cost me  and i have not even had my first court date .  yay 
SAR	my phone wont charge bro , its been stuck at  for  minutes now .
SAR	i feel so accomplished when i speak spanish to ferns mom correctly .
SAR	im already having a bad day and im not . even at school yet
NON	no friday classes and this rain and netflix and my pjs and my life is all great
SAR	when you jv but get accepted into the varsity locker room 
NON	boy . my living leadership class for college students sure is the bee ' s knees .
SAR	 i love seeing them together   the walking dead 
NON	 yo does  give out free coffee after an eagles win too ?  girls only 
SAR	i can feel the energy .  some people are polite , cos they do not want any smoke . but the shits been lit . i deeped it . what a shame
SAR	anyways i am so dead been sleep deprived all wk cause of these exams need to have an early one i will speak to you after goodnight 
SAR	can i connect from the depths of my mind to my soul , reconnect in my dream you and i intersect , you bring affection , peace and respect
SAR	6 th hour is so boring 
NON	your rambling , incoherent political facebook post has helped me see the error of my ways .
NON	i literally just washed my hair and this damn rain just soaked my hair again . great . now it ' s gonna be so frizzy 
SAR	i have nothing to do .   hmm i  '  ll just run a thread of kihyuna  ! 
SAR	just keep waking up and falling back asleep 
NON	 omg  woke up to see this . you just made my day great ! thanx  love them so  much  deyna forever   nashville 
SAR	four in the morning we be rolling to my house
SAR	i agree that the sub system is a little op .
NON	adele ' s  album makes me wanna cry for the rest of my life , it ' s so beautiful  i cant live like this so many feels i  '  m done  .
SAR	i am not a fucking criminal . you do not have to i instigate my every move . there ' s a fucking reason i left in middle school . fuck you both
SAR	i smoked a lot of sky , i drank a lot of rain .  i have done a bit trawling and managed to come up with another han
SAR	 always talking about how they get hurt but they fucking everybody . you are a hoe , reason niggas could careless about you
SAR	do not tell me you do not care .
SAR	i am lowkey everything you need , you are just dumb right now .
NON	ty oomf for the reply
NON	my coworker just used the phrases you know what i am saying ? and you feel me ? a total of  times in  minutes . would the jury convict me ?
SAR	appreciate those who love you . help those who need you . forgive those who hurt you . forget those who leave you .
NON	this gave me enough strenght to survive school and i hope same to you
SAR	allah would never put you in situation you could not handle .
NON	getting high of morphine at the hospital  life goals 
NON	  you  '  re too good omg i love being yelled at i yell at everyone else too i  '  m glad i have a yellfriend now  you are too cute omg 
NON	how to get a woman mad in  easy steps  . take a picture of her .  . do not show it to her .
NON	if u are dead tired and sleep deprived but have a lot of homework too .  go to sleep . your health is so damn important . school can wait
SAR	  brilliant    memories  
NON	 not me . i think this tweet was all right . no problem with it .
SAR	just bought adele ' s new album and its about to get real  vindictive in here . and we are talking for no good reason
NON	lol i straight up jumped over the railing to get the t shirt and they were all gonna close in on me until i fucking exploded . it was great .
NON	 is this supposed to be profound ? and what is up with your goofy eyes ?
NON	rt me hey siri siri what are you looking for ? me modi my phone turned into flight mode
SAR	i can not listen to it  because i have stupid android !    ikwydls at midnight 
NON	being pissed off and about to take an exam , what a great combination 
SAR	 cool that you answer all my sons friends questions ! thank you mine too
SAR	yesterday i was told that i speak from my stomach that ' s why people do not hear my voice clearly so i am trying to sound a little bit squeaky .
SAR	 beautiful women and swimsuits , usually means brain mush . we should still at least try being respectful , not creepy , though .
SAR	it was great having such wonderful volunteers helping out with our baskets this year ! girls empower !  eta   yae 
SAR	my shower head is broken so now im desperately duct taping it so i can clean myself
NON	me how much is this poster of this sexy man ? sales clerk that ' s a mirror , sir .
SAR	i have been to a million concerts but honestly ,  is the best performer i have ever seen
NON	ok finished my test so i am outta here great gatsby can eat my ass
NON	eeeh running is about to suck after i smoked this weekend    
SAR	i havent started my assignment yet but  i have  successfuly learned all the words to blessings so i guess u can say i have made progress today
NON	 mta  can suck a horse dick for this weekend bullshit son    
NON	oh me ? i am fine . yeah , thanks for asking .
NON	  doing nothing but always present in everyone ' s talk in the house . she is great and we support her  support rimm i 
SAR	signs you should go to sleep when you are sitting in the commuter lot crying over the acoustic believe album and saying  yas bieber  .
NON	i just want to be famous enough to have a wikipedia page full of misinformation about me .
NON	being told that there ' s nothing good about me and i am an all around bad person was probably the highlight of my day
NON	rt mom what did you learn today ? me i learnt how to sleep in class with my eyes open .
SAR	been in the uk so i am just catching up with saturated can not wait to hear god speak through your sermon !
SAR	these are the most normal people i have ever met in my life
SAR	ever try waking up but you keep falling back to sleep ? ugh its one of those mornings today .
NON	 school      homework       exam  juan has  apples , his train is  minutes early , calculate the suns mass .
NON	best part about arguing is the make up 
NON	 your phone is fine its only that it had lost its virginity shut the hell up 
SAR	  . i just finished drinking one of those  lol   . you are still my friend , but no one ever visits me           
NON	love cleaning the barn .
NON	i heard you are a player . nice to meet you , i am the coach .
SAR	the worst part of winter is not the cold , it ' s getting shocked every time you touch something .  static electricity can blow me 
SAR	  you said you were planning to go . i did not realise you had landed . stay safe o .
SAR	todays price action saw capital one financial break a  day winning streak  cof 
SAR	 i love you more than my family    you are my everything
SAR	life is beautiful but cruel
SAR	super excited to run  miles at practice today .
SAR	 did he have a ticket  sneaky  dog
SAR	 glad to know it ' s good . once i have finished rest of three final exams i definately know what i am going do . 
SAR	 no one called me . this is very disappointing to be treated this way . your phone lines go out and you charge me a fee .
NON	   i cant again tonight . home already .  will go whenever i get the time to again ! enjoy my dearr .  jealous  
SAR	i fucking hate you so much . your an absolute disgrace ! do not even speak to me ever again .
SAR	hans sachs and the marschallin is a better prospect . plus he could make her awesome shoes .  operatic first dates 
NON	 not really they just like held it and posted the pic but all the making fun is just kimmel
NON	oh how i have missed buses
NON	bitches b trying so hard to make you mad !  i am living pretty damn well    how can you possibly upset me ? ooh 
SAR	 you are the best idol in the wolrd . thank you for all you have done for me over the years without even knowing me . love u 
SAR	really excited to play k state , old big  rivalry . my whole family will be there .  miz 
SAR	  there are a lot of things that i do not like , but mostly it is you ! hope ya lose big time !
SAR	i careless about you , there for its no disscution
NON	everyone in the valley is dying of heat , and i am up here in the rain .  yayy 
NON	going to attempt a nap here wish me luck might sleep through the alarm
NON	edwins broadcast last night was v awkward but raddie are friends now yay 
SAR	reading changes the internal conversation i am having with myself about the world .  alan 15   ncte 15 
SAR	guy smoking in a smoke free part of campus .  shame on them
NON	 she ' s a maniac , maniac on the floor and she ' s dancing like she ' s never danced before
NON	somedays it ' s like face smiling  hair fuck youand other days it ' s like hair awesome  face fuck you
SAR	there ' s only one dude in my life who i will always love . maybe not like relationship type love , but there ' s definitely a love for him .
SAR	i hate when people make things awkward that do not need to be awkward . i love when people just keep the conversation going
SAR	 happy birthday mikey 
NON	i love watching botched mainly bc the doctors are soo funny . like seeing their reaction when the girl said she drained her own neck lmaoo
SAR	well there are apps that can delete personal info and even send you location of the person using / send you their . 
NON	rt congratulations ! by pressing the elevator button  times u ve forced it to come in hurry mode !
NON	first canceled my order , ran out of everything i ordered , then charged me twice because my card wasn ' t on file . thanks a lot .
NON	i was such an attractive human being in 9 th grade . 
NON	americans want their protection until they get caught with hands in the cookie jar ! police sre being damned !
SAR	  they do also start the fire first intentionally in every case
SAR	happy birthday  i love so much i love you baby bear
SAR	 mr  cameron , mr hunt and mr osborne have you no shame or one ounce of decency left in your minds or hearts u disgraceus
NON	there is a rare disorder known as sexsomnia , where people attempt to have sex in their sleep .
NON	i wish my pillow could collect my dreams and when i wake up i could plug it into my computer and watch them over again .
NON	just one more year of graduation , then i am free like a bird internet  lol 
SAR	 glad ur feeling good this morning ! 
SAR	oh the house we went to for the thanksgiving dinner was adorable and i wish i were living in a house with friends
NON	i love how i am just being told to mix medications know as doctors experiment because they have no clue what ' s wrong with me
SAR	never have i ever felt so scared to sleep bc something might happen to this shady band  mtv stars  one direction
NON	i am i had to change the channel to  to play video games years old .
NON	i need one of those kim kardashian jobs where they pay me for living
NON	 how can we stop  and  to get you another  years in office ?
NON	love a solo thursday shift
NON	i just love this new weekly thing of being wide awake every sunday night before my  
NON	somebody gon come home to no food and a deleted myplayer file and it ' s all your fault
SAR	  honestly the only person i love seeing j with is his mom bc they are so cute
SAR	checking in from a manic day and loosing our  dudley hour  virginity . it ' s almost friday ! how are you all ?  get some wo m 
SAR	using the power of community to help get the word out  marketing   business   ebook   author   success   small biz 
SAR	i love school uniforms ! the pants and jackets with high collars are so classy and sexy ! oh you thought i was talking about the female ones ?
SAR	pretty face standin like a stallion
SAR	if you keep dwelling about negative issues you will feel worse and worse as the negative self talks will weaken you from inside  rumination 
NON	 it ' s a paper cut on golic ' s finger from flipping the bird at the magazine article about the lady from hawaii winning  .  mill
SAR	i just remembered i failed my physics test and i had to take another test tomorrow and i have not studied anything oh god
SAR	yay for being reunited with 
NON	was supposed to start cleaning out my old room in the basement tonight , but with all the shit that happened , i did not get a chance to . 
NON	nothing i love more than waking up to stomach pains at  and not getting back to sleep
SAR	 nice work ! do not forget they will be back as electron on  / 
SAR	  i love it when racists use ' lefties ' as an insult , proud to be a lefty and not a racist , gun loving hillbilly
NON	working hard is great but do not forget to enjoy life . taking day off to watch  with my teens tomorrow .  work hard play harder 
NON	the feeling of not being good enough is amazing
NON	got my phone fixed about a week ago , dropped it once and it ' s cracked and the backs literally falling off .
SAR	 doug love your fuckin comedy and stories . watchin you and rogan from a few months back . brilliant and fuckin funny as always .
NON	a fantastic evening celebrating the class of  . great to welcome  pne  star paul gallagher too .
NON	happy to be at work  
NON	rt nothing is more painful than toothpaste being washed away from toothbrush ! 
SAR	wholly bright side julian de guzman broke a major canadian record , played well doing it , and is continuing his post  tfc  indian summer . yay !
NON	i was just thinking about how great my day was going and then my pop exploded inside of my car while i was driving . no more great day .
SAR	i appreciate the new followers , but you all are going to be treated mostly to nerdy law stuff and occasional snark about higher education .
SAR	i saw satan laughing with delight the day the music died
NON	going to be a fun final week
NON	shoutout to my suite mate for getting it in this morning while i was showering . i love to hear sex noises first thing in the morning 
NON	i get bored during school holidays , but complain when i have to go back .
SAR	 these false equivalency arguments are destroying us . not upholding a citizens constitutional rights isnt an option worthy of debate
NON	 thank you , i am so excited , working my arse off . day off today and spent it all in the college library  
NON	rt sometimes i wanna be koala bear ,  u sleep and  u search finding for love and if u do not u still sleep
NON	i wanna date someone cuter than me but sadly i am the cutest
SAR	 thanks for the correction and apologies for the error .
NON	hear  ' s we are losing sleep from the stoner metal band ' s impressive ep .
SAR	you would not know this was happening in england ! great support for stan at the o2  final showdown   sky tennis 
NON	ive been working since last thursday , and my day off is tuesday . i am almost there  
SAR	 not a problem for a tea drinker like me , but many of my colleagues would be hit hard by that .
NON	 thanks for a fun evening at the improv class . it was a great introduction . can not wait to take more classes .
NON	i keep my room messy so that if someone tries to kill me they will trip over and die .
SAR	luke hemmings from 5 sos , my name is not hailey but i would be more than glad to save you .   mtv stars   seconds of summer x41 
SAR	man this makes me miss dancing so much .  love this choreography .
NON	when it comes to the weather , it literally goes from  to  real quick
NON	your an absolute cunt .  you and everyone else   happy 
SAR	 happy 1 8 th bday ! hope you have an amazin day  x x
SAR	i do not know where i am going to rest my head tonight , so i will not promise that i will speak to you today
SAR	 little bit of alcohol brings ppl together
SAR	worst feeling in the world is knowing you are doing the best you can , and it still is not good enough .
NON	rt cling  me if you can not handle me at my worst , kindly leave . because i do not have good side am awful always
NON	text me when you are bored and i will ignore it like i am busy .
NON	 would we be able to get past racism if everyone admitted they are racist ?
SAR	the bank i have my credit card with gave me a higher credit limit . it just click why lol .
SAR	i hate lady gaga more and more each time autocorrect changes haha on my phone .
SAR	so many ppl in line  drive thru for free coffee . wasting more money in gas than the coffee is worth  dumb   go inside  at least
SAR	 she needed too much attention and honestly i just wanted to play the game never dated again after that experience  lol 
SAR	when you pretty af but a bitch got you fucked up
NON	wish my brother would not have got killed cuz shit been crazy lately 
SAR	 and  your outreach to black voters means nothing if you cannot talk about another unarmed black man killed
SAR	 have a nice time cant wait too hear it
SAR	bigtwo looking forward to some  arkansas  football and  cotto canelo  tomorrow . those for sure will not disappoint .
SAR	 happy birthday my baby , you are my reason to live . you save my life so many times . thank you i love you   
SAR	mum , please . i am not coming home cos i want to concentrate on my studies this weekend . i am trying to get  flat . for you , 
SAR	i came here to have a good time and im honestly feeling so attacked right now
SAR	they smell freshly washed like always try again next time
NON	i die a little inside when i see an old person eating alone at a restaurant .
SAR	i love the fact that i got a chubby butt to cuddle with when the nights are cold my human teddy bear soft in the inside hard on the outside
NON	who does not love the sound of a good sneeze ?
SAR	 . i think all trump surrogates on tv should have to go they all are aliens from another planet . weirdest bunch of people lie so well
SAR	your governor is being a jerk to  . we love  trump  and your lame attacks will not work .  trump 2016 
SAR	nice thing on a friday night . lucky escape . stay safe !
NON	i scream my ex ' s name during sex so my girlfriend knows i will not forget about her either 
NON	 thats why its hidden but tor browsers very slow and you need to know where to look , apparently . it ' s run by the shadow figures .
NON	 workout  ,  eat healthy stuff  ,  wear what u want  ,  fall in love idk just do some cool stuff that will make ur life better 
NON	wow i love trying to schedule my classes when they are all closed ! what a time to be alive !
NON	ur allowed to have  emotional ass minutes in the day then the rest u gotta be a gangsta
SAR	 breaking news  investigation is ongoing on a fire that claimed  tuesday night . preliminary investigation shows it was intentionally set .
SAR	happy birthday  you are my favorite actor 
SAR	i hate it when you have to be nice to someone you really want to throw a brick at
SAR	it ' s just after  and i am already feeling good
SAR	 i dunno yet , trying to get a rough idea of numbers before we book stuff but so far you are the only one that ' s replied 
NON	rt what did i do first thing after i became  ? joined badoo !
SAR	 that is quite an impressive line up for a news station that started only  days ago
NON	yay for me taking summer classes
SAR	the fact that you can hear everyone singing gives me the chills , this is beautiful
NON	some people are so shady and annoying but bitch i can be exactly the same but worse so dont start 
NON	first day we got our stuff for basketball leaves bag at gym and forgets to bring i home . still not as bad as forgetting homework
SAR	the tv ' s are going to make us dumb too late ?
NON	when you send a you up text and it gets no reply
NON	 more days before payday .  can t wait 
SAR	i think my cat is trying to assert his dominance and tell me that my new bed is his
NON	i love missing the bus when it ' s raining a volume equivalent to the weight of  double decker buses
NON	got an email from urban outfitters saying you ' d be surprised how things have changed well unless it ' s your prices i am not interested
NON	 i can not wait for the rest of the album i am so excited ! 
NON	teacher you failed this class me yeah but u ugly tho
SAR	erm were not you just saying shit about the album before ?
SAR	follow looni on facebook , he might say something  ignant 
NON	see ? there ya go , threatening me with a good time , then ripping it away aggressively .  this is why we can  '  t have nice things 
SAR	have a safe flight to serbia bro !  one love 
NON	u ' re  years old . u smoke , u drink , u ' re not a virgin .  and you wear more make up than u do clothes . your mother must be so proud .
NON	all i have done is get dressed for work and owen is already  kicking  away .  this is going to be fun   pregnancy problems   pregnancy 
NON	the weekend buses can suck my ass
SAR	 love  to everyone i spent carnival with , it was special , it was so  live !
SAR	hate waiting in between classes when you have nothing to do .  boring 
SAR	do not miss the estate auction today with  hess auction group  !
SAR	i really be looking forward to dressing and mac n ' cheese on thanksgiving .
SAR	 happy birthday will  we love you ! this crazy rollercoaster is so much better with you in it . thank u for ur hard work   
NON	wow , such a smooth transition from summer to fall bloom .
SAR	 happily consumes conspiracy theories from the enquirer , then says ny times does not have the right to lie .
NON	going to bed with these thoughts ! yay bring on the nightmares 
SAR	and  david vitter   still  has no shame i wonder what he will do next week .
SAR	if justin bieber can remain relevant , you guys can pass this test
NON	i am so grateful for my car i remember i used to hate it when it rained cuz my socks would get wet when i walked home from school
SAR	 yes just another way to say it , i need to see it one day !
NON	 yes will avoid the town centre for nxt  months not good for xmas trade i would think  rocket  science
SAR	 hour car ride tomorrow , that ' s going to be great for my back
SAR	 wow ok fucking rotted fuck you floki  . fucking killed the best character in vikings . fucking fuming here , do not even wanna watch the rest
NON	clinton soccer walkin around like they run shit lol
NON	i really love that fact that i have no clothes to wear right now since they are all in the laundry .
NON	i will be totally ok with you not being in my life , do not flatter yourself honey .
SAR	 i am in class too but i am gonna watch when he performs lol  rebel 
SAR	can someone please tell me why it smells like poop in lebanon right now ? !  like seriously though .   so gross  ?
SAR	 it ' s like she ' s always been here . she ' s an absolute joy .
SAR	polka dots and gold glitter specs  ?
NON	rt to live in the countries like syria or pakistan u either need balls or an ak  and grenedes
SAR	 lol yes too that ' s what we drinking tonight ha .
SAR	 you created the best game i ever played , with an amazing soundtrack , an original gameplay and a story that inspires me . wow !
NON	good morning ! you are waking up to a foggy morning .  tells you when the sun will come out and clouds will clear on channel  now
SAR	okay i woke up to buy it now my butt is going back to sleep . love you guys . proud  kamfam  right here .  kalin and myles album  
NON	 if u abuse an animal u deserve to be buried alive  ,  they dont even understand whats happening all they try to do is make u happy 
NON	danny welbeck is definitely arsenal ' s sturridge !
NON	teacher from all this talking , i assume you are done me from all this complaining , i assume you are single
NON	rt listening to sarcastic people daily will make you more creative .   
SAR	lone tree update fire is under control . investigators on scene . no further information available at this time .
NON	cant wait to go home and babysit
NON	rt if the life gives u nuts .  then just .  roast it like  aib  .
NON	whoever invented the online software so your parents can see your grades online is a real dick head .
NON	have you ever just stopped and realized that if you had not met a certain person , your entire life would be completely different
NON	tomorrow i am doing my makeup work and washing clothes and cleaning my room  chill friday 
SAR	 i do not have to make her though ?     jk
SAR	been almost a month since i last made a track . release date to be determined . enjoy the preview for now . 
SAR	nic  if you love disney , you can maybe try this hehe
NON	i grew out of i never text first phase since i realized nothing was wrong with showing someone you care about them more than your pride
NON	wow i love when it rains on my day off
NON	if your a redskins fan .  talking or engaging conversation about the washington redskins changing their name is a waste of time !  httr 
SAR	i really do not know what i ' d do without   my right hand woman  
SAR	how cute is this ! ignorance is a bliss
NON	i just wanna be barefoot in a bikini eating some fruit on a pretty lil island
NON	worst is thinking you did great on a test in school , but actually failing it
NON	i am so glad she gone . bye bitch
NON	basically anything you buy at the hardware store looks like you are getting ready to take hostages .
SAR	puked  times and counting since last night lol . works gonna be fun .
SAR	 yep thats why she also failed the bar exam 1 st time around ! she is an idiot !
SAR	great time serving with the  staff yesterday
SAR	 sex is so disgusting ! procreation
SAR	hottie opens her legs back and shows her tattoos
NON	my algebra teacher is the best
NON	hey  , thanks a lot for providing resolution so quickly . shall recommend you to my friends
NON	rt  percent of my problems will be solved if i am rich and the remaining  percent , if i am good at maths 
SAR	  omg  it so is can not wait for my next one
SAR	wow . you sure know how to reel in the hotties
SAR	i hate when adults make fun of u and ask u if you bought ur jeans with holes in them . why do not u go fix the holes in the economy robert
NON	 the only redeeming quality of todays media is seeing proof that you are not the dumbest person around .
SAR	i wish i could just focus and do my home work
NON	how did i miss my son ' s first aa bantam goal cool
SAR	 i am still at school , wait for me i will be back at  and i will cook for ya . miss you already boy x
SAR	so so proud of the boys they deserve all these great things that ' s happening i am so happy for my babies
NON	when you wanna go out but you are stuck babysitting a grown ass man
NON	 holds nothing back on the  lip sync battle  holiday special !  yeah   okay 
NON	 such a nice thing to say !
NON	single september only me october no man november do not date december yeah , i got this .
NON	my girlfriend wants to get married . i hope she finds someone nice .
SAR	queenswatchcat the flirting is out of control and ciel is confirmed as a lazy bottom . chapter 
SAR	looking forward to meeting up with  on behalf of hockey players for kids today .   community investment 
NON	girls who act stupid because they think it ' s cute need to be slapped in the face with a brick .
NON	wedding the really expensive party taking place relatively   years before your divorce .
NON	rt when they said to you at graduation follow your dreams , did anybody say you had to wake up first ?
NON	i love watching golf !  
SAR	if i yelled at you today i deeply apologize , hella stressed and i do not need people ' s side comments or not cooperating
SAR	 lmfao i do not even know how to use it .   retard 
SAR	so this is the last day to enjoy happiness jk bcs work months are coming ok 
SAR	quite shocked charlie adam is off to stoke , what a wonderful career he had at liverpool
NON	because of the glare from the sun , of course
SAR	 is the year of the apocalypse  confirmed 
NON	shout out to my floor for respecting quiet hours
SAR	 after last night i feel much closer to you bc i talked to you like i talk to own ships
NON	i love feeling my son move but at night , it feels so weird . especially when i am tryna sleep 
NON	i love my clients age range cause one hour i am teaching a little girl how to write her name and the next i am teaching a highschooler geometry .
SAR	 the athlete does not realize they to dance to a beat , a count as does the dancer creating the art of mastery of the sport 4 us 2 c
SAR	  is it too late to try and get involved ?
NON	happy friday 1 3 th ! 
SAR	 people followed me and  people unfollowed me / / automatically checked by
SAR	listening to the songs the stands are named after during the fights was one of the best ideas i have had .
NON	i just love the drive back to brookings
SAR	my prayers for people of the world , who lost their lives at the hands of those who fuel their fire with hate and bloodshed .
NON	i wonder if buzz and woody ever met some of andy ' s mom ' s toys . especially since they probably have the same names
NON	its okay its not like that shit hurt my feelings or anything
NON	and then you go check clash of clans and the server is done try again in  mins  bored  cool
NON	nowadays you gotta hide the toothpaste so your wife will not go out and talk to other dudes .
SAR	there were a group of tryhards from la doing the roots rock / r and b thing called missy derringer . they nailed the sound but were too slick .
NON	its pouring rain  yay   mtv stars   seconds of summer
NON	my favorite thing is when seth is being mean to me on purpose and will not stop . my happiness level sky rockets .
SAR	 i am done at 4 ish def text me if you are free after that !
SAR	 saw it on friday i almost pissed myself lol !
SAR	i am in the worst pain ever   sore   pain 
SAR	get the secret to twitter success
NON	nothing ' s sexier than a girl who will make the first move every now and then .
SAR	not enjoying being single as much now tbh
NON	happy 4 th of june !
NON	i have no time for stupid people but they sure do have time for me .
NON	how to eat french fries  eat all the good ones  leave the yucky ones and feel superior  wait  minutes  eat all the yucky ones
SAR	mere improvement is not redemption , though redemption always improves people  cs lewis   mere christianity 
NON	nothing like cuddling up for sleep with my kindle and my sweet puppy .  
SAR	remember you are loved and you always will be . this melody will bring you right back home
SAR	if you do not believe in god , please do not speak to me because you are so stupid .
NON	tonight i shaved one leg then decided it wasn ' t worth shaving the other
SAR	no clue how to start investing ? you need to read this !
SAR	i hate my body sometimes always waking up in the middle of the night and not falling back asleep
SAR	 it ' s boring up here , i am going crazy ? u bout to come home tho
SAR	i do not understand how people can speak / type in english so well . like i can barely remember how to spell hola
NON	awkward moment when you wake up and puke all over your bedroom floor , love pub golf
SAR	just met   she is the best sport ever ! music gets cut off and you still know how to smash it !  nine 
NON	the new james bond movie was good   movie night 
